#                           1                            2                            3                            4                            5
#              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2
#                        7623      1.0000000000000000E+000      3.3800000000000002E-003      5.0000000000000000E+001      1.0000000000000000E+003
#
#                                       1                                        2                                        3                                        #4                                        5                                        6                                        7                                        #8                                        9                                       10                                       11                                       #12                                       13                                       14                                       15                                       #16                                       17                                       18                                       19                                       #20                                       21                                       22                                       23                                       #24                                       25                                       26                                       27                                       #28                                       29                                       30                                       31                                       #32                                       33                                       34                                       35                                       #36                                       3738                                       39                                       40                                       #41                                       42                                       43                                       44                                       #45                                       46                                       47                                       48                                       #49                                       50                                       51                                       52                                       #53                                       54                                       55                                       56                                       #57                                       58                                       59                                       60
#                            model_number                                 star_age                                star_mass                                   #log_dt                               log_xmstar                             log_abs_mdot                                num_zones                           #mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             #conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  #mx2_bot                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               #epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               #epsnuc_M_8                             he_core_mass                              c_core_mass                              o_core_mass                             #si_core_mass                             fe_core_mass                   neutron_rich_core_mass                                   log_LH                                  #log_LHe                                   log_LZ                                 log_Lnuc                                 log_Teff                               #luminosity                                    log_L                                    log_R                                    log_g                                  #gravity                             log_center_T                           log_center_Rho                             log_center_P                                #center_mu                                center_ye                              center_abar                                center_h1                               #center_he4                               center_c12                               center_o16                              surface_c12                              #surface_o16                            total_mass_h1                           total_mass_he4                                       pp                                      #cno                                 tri_alfa                        v_div_csound_surf                              num_retries                              #num_backups
                                    1675                  1.0723457540155682E+010                  9.0000000000000002E-001                  5.1694885433983853E+000                  3.3252920959999507E+001                 -9.8999999999999986E+001                                     1403                  0.0000000000000000E+000                  9.9999994611627530E-001                  3.0516097072911919E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999994611627530E-001                  3.0516097072911919E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.7003565578164113E+032                  4.7118251750202641E+032                  4.7784116241590442E+032                  4.8087627306756688E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.3728627365725960E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5355843165947600E+000                 -1.6315118747258296E+001                 -9.8999999999999986E+001                  1.5355843165947598E+000                  3.6846192400183164E+000                  3.4468991687774704E+001                  1.5374285792930542E+000                  9.2273464606251998E-001                  2.5466625707274098E+000                  3.5209719943654738E+002                  7.5588677340366530E+000                  5.2202206507335909E+000                  2.1208838022460185E+001                  1.3344366505642888E+000                  5.0000000000000000E-001                  4.0099463159913267E+000                  0.0000000000000000E+000                  9.9669538027230542E-001                  1.3306049253584231E-005                  2.2110514129246157E-004                  5.5487627349066918E-004                  1.5819145328029992E-003                  4.7949610541806087E-001                  4.1652595297942463E-001                 -5.8868134627569857E-001                  1.5323097418571956E+000                 -1.6315118747258296E+001                  2.2980469455758007E-010                                        0                                        0 
                                    1680                  1.0724155778859919E+010                  9.0000000000000002E-001                  5.1148425453375967E+000                  3.3252920959999507E+001                 -9.8999999999999986E+001                                     1398                  0.0000000000000000E+000                  9.9999994282804672E-001                  3.0528800468419542E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999994282804672E-001                  3.0528800468419542E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.7093431608492761E+032                  4.7203838445753757E+032                  4.7861714845556761E+032                  4.8169659440287549E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.3772226728028314E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5401268656121725E+000                 -1.6274784791167349E+001                 -1.3847379800543134E+001                  1.5401268656121727E+000                  3.6844273781154793E+000                  3.4836261422743497E+001                  1.5420315409799112E+000                  9.2541985071162336E-001                  2.5412921614292032E+000                  3.4777003690495695E+002                  7.5595786317626361E+000                  5.2222663210094034E+000                  2.1212109932862454E+001                  1.3344366505642888E+000                  5.0000000000000000E-001                  4.0099463159913267E+000                  0.0000000000000000E+000                  9.9669538027230542E-001                  1.3306049253574881E-005                  2.2110514129247420E-004                  5.5487627349066918E-004                  1.5819145328029992E-003                  4.7925240756545517E-001                  4.1676988996199676E-001                 -5.9047042007168193E-001                  1.5368998614272091E+000                 -1.6274784791167349E+001                  2.1880699847904519E-010                                        0                                        0 
                                    1685                  1.0724794596173317E+010                  9.0000000000000002E-001                  5.1022429911345064E+000                  3.3252920959999507E+001                 -9.8999999999999986E+001                                     1394                  0.0000000000000000E+000                  9.9999994282804672E-001                  3.0542876073489406E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999994282804672E-001                  3.0542876073489406E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.7169603767533293E+032                  4.7284860517542227E+032                  4.7939313449523123E+032                  4.8240298221939110E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.3811487666943654E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5443165894188629E+000                 -1.6236577514950270E+001                 -1.3546349804879153E+001                  1.5443165894188631E+000                  3.6842592434904469E+000                  3.5172599429986718E+001                  1.5462044660247038E+000                  9.2784258248408469E-001                  2.5364466978842803E+000                  3.4391149961816336E+002                  7.5602179949873651E+000                  5.2241151296598236E+000                  2.1215066537471447E+001                  1.3344366505642888E+000                  5.0000000000000000E-001                  4.0099463159913267E+000                  0.0000000000000000E+000                  9.9669538027230542E-001                  1.3306049253565893E-005                  2.2110514129248645E-004                  5.5487627349066918E-004                  1.5819145328029992E-003                  4.7902725306892824E-001                  4.1699526630518324E-001                 -5.9168808338077561E-001                  1.5411296623306903E+000                 -1.6236577514950270E+001                  2.2756904656565063E-010                                        0                                        0 
                                    1690                  1.0725439779188272E+010                  9.0000000000000002E-001                  5.1517078939002676E+000                  3.3252920959999507E+001                 -9.8999999999999986E+001                                     1398                  0.0000000000000000E+000                  9.9999993953981803E-001                  3.0556269537339764E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999993953981803E-001                  3.0556269537339764E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.7248058238455209E+032                  4.7362173832523390E+032                  4.8016912053489528E+032                  4.8324609025845808E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.3849099287877173E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5486728997204253E+000                 -1.6197786620337723E+001                 -1.3671288541487453E+001                  1.5486728997204255E+000                  3.6840733023972243E+000                  3.5525179798512077E+001                  1.5505362846376225E+000                  9.3038037397698992E-001                  2.5313711148984703E+000                  3.3991561444652439E+002                  7.5608681359464738E+000                  5.2259905951970955E+000                  2.1218065859877402E+001                  1.3344366505642888E+000                  5.0000000000000000E-001                  4.0099463159913267E+000                  1.8819799486535603E-043                  9.9669538027230542E-001                  1.3306049253556353E-005                  2.2110514129249941E-004                  5.5487627349066918E-004                  1.5819145328029992E-003                  4.7879761002337223E-001                  4.1722513566500974E-001                 -5.9340299819304609E-001                  1.5455303748143023E+000                 -1.6197786620337723E+001                  2.3889869640555812E-010                                        0                                        0 
                                    1695                  1.0726108344943710E+010                  9.0000000000000002E-001                  5.0963081833614572E+000                  3.3252920959999507E+001                 -9.8999999999999986E+001                                     1403                  0.0000000000000000E+000                  9.9999993953981803E-001                  3.0568760350103946E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999993953981803E-001                  3.0568760350103946E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.7331219977632388E+032                  4.7443766482282128E+032                  4.8096172320666147E+032                  4.8392969137121490E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.3891838136449842E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5531685357982707E+000                 -1.6157446747068661E+001                 -1.3847379800543134E+001                  1.5531685357982707E+000                  3.6838828594346649E+000                  3.5898356632841569E+001                  1.5550745677531235E+000                  9.3303040145985872E-001                  2.5260710599327325E+000                  3.3579255264347432E+002                  7.5615479955122984E+000                  5.2279412121354891E+000                  2.1221185684119718E+001                  1.3344366505642888E+000                  5.0000000000000000E-001                  4.0099463159913267E+000                  0.0000000000000000E+000                  9.9669538027230542E-001                  1.3306049253545964E-005                  2.2110514129251353E-004                  5.5487627349066918E-004                  1.5819145328029992E-003                  4.7855715162592616E-001                  4.1746583052024661E-001                 -5.9532739693382875E-001                  1.5500722889162772E+000                 -1.6157446747068661E+001                  2.3167107737007239E-010                                        0                                        0 
                                    1700                  1.0726721802773100E+010                  9.0000000000000002E-001                  5.0860209868531241E+000                  3.3252920959999507E+001                 -9.8999999999999986E+001                                     1415                  0.0000000000000000E+000                  9.9999993953981803E-001                  3.0582035896587001E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999993953981803E-001                  3.0582035896587001E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.7411386182465290E+032                  4.7523504753637264E+032                  4.8171653276866425E+032                  4.8472722600276494E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.3931708605923688E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5572451499126119E+000                 -1.6119776395032510E+001                 -1.3370258545823472E+001                  1.5572451499126123E+000                  3.6837178411452194E+000                  3.6237320781800072E+001                  1.5591560804867446E+000                  9.3540119440555924E-001                  2.5213294740413317E+000                  3.3214634216606493E+002                  7.5621860672734567E+000                  5.2297516039883636E+000                  2.1224081935388924E+001                  1.3344366505642888E+000                  5.0000000000000000E-001                  4.0099463159913267E+000                  0.0000000000000000E+000                  9.9669538027230542E-001                  1.3306049253535947E-005                  2.2110514129252724E-004                  5.5487627349066918E-004                  1.5819145328029992E-003                  4.7833438640641857E-001                  4.1768881573046079E-001                 -5.9636663104313714E-001                  1.5541852898721056E+000                 -1.6119776395032510E+001                  2.3335751156352380E-010                                        0                                        0 
                                    1705                  1.0727326587166470E+010                  9.0000000000000002E-001                  5.0806721158139663E+000                  3.3252920959999507E+001                 -9.8999999999999986E+001                                     1408                  0.0000000000000000E+000                  9.9999993953981803E-001                  3.0594850852623856E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999993953981803E-001                  3.0594850852623856E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.7489698008894574E+032                  4.7598107823259305E+032                  4.8249412903442532E+032                  4.8541082711552198E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.3969571210028340E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5614005602780450E+000                 -1.6082453385759436E+001                 -1.3546349804879153E+001                  1.5614005602780452E+000                  3.6835500731818014E+000                  3.6584828224979262E+001                  1.5633010202517741E+000                  9.3780920021491032E-001                  2.5165134624226293E+000                  3.2848342659724932E+002                  7.5628203773905600E+000                  5.2315443219927600E+000                  2.1226950102958824E+001                  1.3344366505642888E+000                  5.0000000000000000E-001                  4.0099463159913267E+000                  0.0000000000000000E+000                  9.9669538027230542E-001                  1.3306049253525587E-005                  2.2110514129254134E-004                  5.5487627349066918E-004                  1.5819145328029992E-003                  4.7811266855969892E-001                  4.1791075256860127E-001                 -5.9787732402130278E-001                  1.5583805002033266E+000                 -1.6082453385759436E+001                  2.4127516524450274E-010                                        0                                        0 
                                    1710                  1.0727922855688129E+010                  9.0000000000000002E-001                  5.0741061444792237E+000                  3.3252920959999507E+001                 -9.8999999999999986E+001                                     1410                  0.0000000000000000E+000                  9.9999993515551322E-001                  3.0607968939966934E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999993515551322E-001                  3.0607968939966934E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.7565299589964708E+032                  4.7677418161136660E+032                  4.8321191020282018E+032                  4.8611721493203751E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.4008294327862648E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5654955748189148E+000                 -1.6045384581863956E+001                 -1.3847379800543134E+001                  1.5654955748189150E+000                  3.6833684087536294E+000                  3.6931611606100354E+001                  1.5673982596240341E+000                  9.4022114875738505E-001                  2.5116895653376798E+000                  3.2485500729231018E+002                  7.5634519750854592E+000                  5.2333221793253735E+000                  2.1229794694356293E+001                  1.3344366505642888E+000                  5.0000000000000000E-001                  4.0099463159913267E+000                  1.4192336972687236E-043                  9.9669538027230542E-001                  1.3306049253514879E-005                  2.2110514129255592E-004                  5.5487627349066918E-004                  1.5819145328029992E-003                  4.7789200029315826E-001                  4.1813163885764243E-001                 -5.9937735373575807E-001                  1.5625143058167139E+000                 -1.6045384581863956E+001                  2.4490761607135322E-010                                        0                                        0 
                                    1715                  1.0728511660104107E+010                  9.0000000000000002E-001                  5.0689612755497429E+000                  3.3252920959999507E+001                 -9.8999999999999986E+001                                     1415                  0.0000000000000000E+000                  9.9999993515551322E-001                  3.0621575520533223E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999993515551322E-001                  3.0621575520533223E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.7642612904945863E+032                  4.7749310985399595E+032                  4.8395247807497368E+032                  4.8686850325419741E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.4045009580327789E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5695830731023355E+000                 -1.6008517422513815E+001                 -9.8999999999999986E+001                  1.5695830731023355E+000                  3.6832012445398559E+000                  3.7280875333975040E+001                  1.5714861007917147E+000                  9.4259939776877266E-001                  2.5069330673149044E+000                  3.2131652932174080E+002                  7.5640815169087672E+000                  5.2350875154084466E+000                  2.1232619433602100E+001                  1.3344366505642888E+000                  5.0000000000000000E-001                  4.0099463159913267E+000                  1.4418521750649025E-043                  9.9669538027230542E-001                  1.3306049253503790E-005                  2.2110514129257107E-004                  5.5487627349066918E-004                  1.5819145328029992E-003                  4.7767203096008992E-001                  4.1835182555292755E-001                 -6.0087342498997709E-001                  1.5666400172087955E+000                 -1.6008517422513815E+001                  2.4910030274632033E-010                                        0                                        0 
                                    1720                  1.0729092891340042E+010                  9.0000000000000002E-001                  5.0629055400104352E+000                  3.3252920959999507E+001                 -9.8999999999999986E+001                                     1421                  0.0000000000000000E+000                  9.9999993515551322E-001                  3.0635579518996442E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999993515551322E-001                  3.0635579518996442E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.7715076307179124E+032                  4.7827765456321482E+032                  4.8467595591930803E+032                  4.8755091689306111E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.4084413938198054E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5736285889245825E+000                 -1.5971838326645997E+001                 -9.8999999999999986E+001                  1.5736285889245825E+000                  3.6830335748548331E+000                  3.7630525141568519E+001                  1.5755402790292468E+000                  9.4496182625758340E-001                  2.5022082103372831E+000                  3.1783974991837209E+002                  7.5647090205173164E+000                  5.2368406553859677E+000                  2.1235424830175493E+001                  1.3344366505642888E+000                  5.0000000000000000E-001                  4.0099463159913267E+000                  0.0000000000000000E+000                  9.9669538027230542E-001                  1.3306049253492319E-005                  2.2110514129258674E-004                  5.5487627349066918E-004                  1.5819145328029992E-003                  4.7745285072321109E-001                  4.1857122253000478E-001                 -6.0232864438684841E-001                  1.5707226986397944E+000                 -1.5971838326645997E+001                  2.5064240001982464E-010                                        0                                        0 
                                    1725                  1.0729700873668812E+010                  9.0000000000000002E-001                  5.1318156724339072E+000                  3.3252920959999507E+001                 -9.8999999999999986E+001                                     1409                  0.0000000000000000E+000                  9.9999993077120841E-001                  3.0652159233386922E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999993077120841E-001                  3.0652159233386922E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.7798380690848921E+032                  4.7903224392899034E+032                  4.8546209719897860E+032                  4.8830157189581141E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.4124176843455705E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5780022616011100E+000                 -1.5933378978807379E+001                 -9.8999999999999986E+001                  1.5780022616011100E+000                  3.6828229905756533E+000                  3.8007583032812178E+001                  1.5798702529525581E+000                  9.4754798177759847E-001                  2.4970358992972530E+000                  3.1407683027813499E+002                  7.5653680313296849E+000                  5.2386801929989435E+000                  2.1238368454839684E+001                  1.3344366505642888E+000                  5.0000000000000000E-001                  4.0099463159913258E+000                  2.6981577647356156E-043                  9.9669538027230542E-001                  1.3306049253479726E-005                  2.2110514129260395E-004                  5.5487627349066918E-004                  1.5819145328029992E-003                  4.7722135317600600E-001                  4.1880294890486702E-001                 -6.0453144237466172E-001                  1.5751401876010376E+000                 -1.5933378978807379E+001                  2.7129289264917392E-010                                        0                                        0 
                                    1730                  1.0730284847457634E+010                  9.0000000000000002E-001                  5.0513891317138278E+000                  3.3252920959999507E+001                 -9.8999999999999986E+001                                     1419                  0.0000000000000000E+000                  9.9999993077120841E-001                  3.0667184618932042E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999993077120841E-001                  3.0667184618932042E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.7876549872785573E+032                  4.7980395063387616E+032                  4.8622545177489018E+032                  4.8912046826244773E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.4162899045970906E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5819911681757346E+000                 -1.5895954691313781E+001                 -9.8999999999999986E+001                  1.5819911681757346E+000                  3.6826502917898023E+000                  3.8364919903166410E+001                  1.5839342958340494E+000                  9.4992540079004595E-001                  2.4922810612723580E+000                  3.1065694084580804E+002                  7.5660103754466563E+000                  5.2404644232275865E+000                  2.1241223834419930E+001                  1.3344366505642891E+000                  5.0000000000000000E-001                  4.0099463159913258E+000                  0.0000000000000000E+000                  9.9669538027230542E-001                  1.3306049253467032E-005                  2.2110514129262133E-004                  5.5487627349066918E-004                  1.5819145328029990E-003                  4.7699683999650316E-001                  4.1902768407815405E-001                 -6.0566154486786361E-001                  1.5791627407190949E+000                 -1.5895954691313781E+001                  2.4888063933044675E-010                                        0                                        0 
                                    1735                  1.0730841622364544E+010                  9.0000000000000002E-001                  5.0446379464906537E+000                  3.3252920959999507E+001                 -9.8999999999999986E+001                                     1413                  0.0000000000000000E+000                  9.9999993077120841E-001                  3.0682795583311001E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999993077120841E-001                  3.0682795583311001E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.7948442697048457E+032                  4.8053429043591210E+032                  4.8695380495905425E+032                  4.8973464053742520E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.4198285820971857E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5859313899561971E+000                 -1.5859903062054904E+001                 -1.4148409796207115E+001                  1.5859313899561971E+000                  3.6824877906076390E+000                  3.8713331000283716E+001                  1.5878605408049908E+000                  9.5221352563984452E-001                  2.4877048115727609E+000                  3.0740067129854924E+002                  7.5666300318374020E+000                  5.2421783332947660E+000                  2.1243966882495375E+001                  1.3344366505642888E+000                  5.0000000000000000E-001                  4.0099463159913258E+000                  0.0000000000000000E+000                  9.9669538027230531E-001                  1.3306049253454348E-005                  2.2110514129263870E-004                  5.5487627349066918E-004                  1.5819145328029990E-003                  4.7678083311478586E-001                  4.1924390519551702E-001                 -6.0685999902664234E-001                  1.5831363392039244E+000                 -1.5859903062054904E+001                  2.5792767442606992E-010                                        0                                        0 
                                    1740                  1.0731392156056993E+010                  9.0000000000000002E-001                  5.0394492248134606E+000                  3.3252920959999507E+001                 -9.8999999999999986E+001                                     1414                  0.0000000000000000E+000                  9.9999993077120841E-001                  3.0697539420395920E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999993077120841E-001                  3.0697539420395920E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.8021476677252166E+032                  4.8128999415768255E+032                  4.8767033927986154E+032                  4.9048529554017542E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.4237573611564553E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5898455529470628E+000                 -1.5824000782869016E+001                 -1.3546349804879153E+001                  1.5898455529470630E+000                  3.6823250255835580E+000                  3.9064736754607729E+001                  1.5917849020768902E+000                  9.5450123632395512E-001                  2.4831293902045397E+000                  3.0417911374735445E+002                  7.5672480886076627E+000                  5.2438819293759762E+000                  2.1246693573777861E+001                  1.3344366505642891E+000                  5.0000000000000000E-001                  4.0099463159913258E+000                  0.0000000000000000E+000                  9.9669538027230542E-001                  1.3306049253441218E-005                  2.2110514129265672E-004                  5.5487627349066918E-004                  1.5819145328029990E-003                  4.7656530465131508E-001                  4.1945964757294485E-001                 -6.0814809999091657E-001                  1.5870838894576544E+000                 -1.5824000782869016E+001                  2.5605038614356238E-010                                        0                                        0 
                                    1745                  1.0731934732036055E+010                  9.0000000000000002E-001                  5.0331744338441036E+000                  3.3252920959999507E+001                 -9.8999999999999986E+001                                     1411                  0.0000000000000000E+000                  9.9999992410697558E-001                  3.0712278129616338E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999992410697558E-001                  3.0712278129616338E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.8097311655853928E+032                  4.8202272910041831E+032                  4.8838118682034411E+032                  4.9124163732324870E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.4273299547793667E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5937773736428822E+000                 -1.5788410590042284E+001                 -1.3671288541487453E+001                  1.5937773736428824E+000                  3.6821584186388452E+000                  3.9418996901088036E+001                  1.5957055685516153E+000                  9.5679478345074365E-001                  2.4785422959509629E+000                  3.0098322822445800E+002                  7.5678616165092718E+000                  5.2455691943739780E+000                  2.1249394195658788E+001                  1.3344366505642891E+000                  5.0000000000000000E-001                  4.0099463159913258E+000                  0.0000000000000000E+000                  9.9669538027230542E-001                  1.3306049253427675E-005                  2.2110514129267526E-004                  5.5487627349066918E-004                  1.5819145328029990E-003                  4.7635096890701489E-001                  4.1967419607881246E-001                 -6.0961617966707016E-001                  1.5910499427221958E+000                 -1.5788410590042284E+001                  2.6815305136001639E-010                                        0                                        0 
                                    1750                  1.0732521306138475E+010                  9.0000000000000002E-001                  5.0472324828916264E+000                  3.3252920959999507E+001                 -9.8999999999999986E+001                                     1421                  0.0000000000000000E+000                  9.9999992410697558E-001                  3.0727120997845347E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999992410697558E-001                  3.0727120997845347E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.8178631704892315E+032                  4.8282311206993795E+032                  4.8914321538374225E+032                  4.9196385842437976E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.4312533642089412E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5981623332795110E+000                 -1.5749964919202172E+001                 -9.8999999999999986E+001                  1.5981623332795107E+000                  3.6819739802932752E+000                  3.9819591242736799E+001                  1.6000967975815215E+000                  9.5935927465683635E-001                  2.4734133135387775E+000                  2.9744954815400740E+002                  7.5685251919737633E+000                  5.2473958061981492E+000                  2.1252317690368130E+001                  1.3344366505642891E+000                  5.0000000000000000E-001                  4.0099463159913258E+000                  0.0000000000000000E+000                  9.9669538027230542E-001                  1.3306049253412314E-005                  2.2110514129269641E-004                  5.5487627349066918E-004                  1.5819145328029990E-003                  4.7611698815861414E-001                  4.1990840861240769E-001                 -6.1195069395790325E-001                  1.5954769065613112E+000                 -1.5749964919202172E+001                  2.6835977104072158E-010                                        0                                        0 
                                    1755                  1.0733054079341425E+010                  9.0000000000000002E-001                  5.0227165029792307E+000                  3.3252920959999507E+001                 -9.8999999999999986E+001                                     1421                  0.0000000000000000E+000                  9.9999992410697558E-001                  3.0743174262806178E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999992410697558E-001                  3.0743174262806178E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.8252261241412208E+032                  4.8354231740731794E+032                  4.8988818360616899E+032                  4.9262352494194830E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.4350729607977703E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.6019301986438594E+000                 -1.5714373570177740E+001                 -1.4148409796207115E+001                  1.6019301986438594E+000                  3.6818091713871017E+000                  4.0167901383345146E+001                  1.6038791421264575E+000                  9.6158006474165170E-001                  2.4689717333691465E+000                  2.9442299984582394E+002                  7.5691404461572089E+000                  5.2490759856975924E+000                  2.1255007265979643E+001                  1.3344366505642891E+000                  5.0000000000000000E-001                  4.0099463159913258E+000                  0.0000000000000000E+000                  9.9669538027230542E-001                  1.3306049253397692E-005                  2.2110514129271660E-004                  5.5487627349066918E-004                  1.5819145328029990E-003                  4.7590251839332470E-001                  4.2012309148455868E-001                 -6.1278198857591926E-001                  1.5992731471417785E+000                 -1.5714373570177740E+001                  2.6883534730153676E-010                                        0                                        0 
